sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid
Female,30,25 - 45,Caucasian,0,7,0,0,7,-18.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,885,0,0
Male,25,25 - 45,African-American,0,9,0,0,5,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,1,60,1,1
Female,56,Greater than 45,Caucasian,0,8,0,0,1,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,384,1185,0,0
Male,21,Less than 25,African-American,0,8,0,0,1,-8.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,0,37,0,0
Male,31,25 - 45,African-American,3,10,0,0,6,-1.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,6,Medium,30,175,1,1
Female,23,Less than 25,African-American,0,9,0,0,1,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,1079,0,0
Male,30,25 - 45,African-American,1,10,0,2,15,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,1,19,1,1
Male,42,25 - 45,Other,0,1,0,0,1,-13.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1019,0,0
Male,64,Greater than 45,Caucasian,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,307,1175,0,0
Female,21,Less than 25,Caucasian,0,6,0,0,0,-1.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,110,1,1
Male,36,25 - 45,African-American,0,3,0,0,5,17.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,17,0,0
Female,50,Greater than 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,945,0,0
Male,23,Less than 25,African-American,0,3,0,0,0,0.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,1,12,1,1
Male,28,25 - 45,Native American,0,3,0,0,2,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,48,1071,0,0
Female,25,25 - 45,Caucasian,0,7,0,0,5,-3.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,18,0,0
Male,28,25 - 45,African-American,0,8,0,1,7,104.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,104,1,1
Male,54,Greater than 45,Caucasian,0,4,0,0,14,-1.0,M,1,1,Risk of Recidivism,4,Low,Risk of Violence,3,Low,27,28,1,1
Male,37,25 - 45,Other,0,1,0,0,6,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,826,0,0
Male,25,25 - 45,Caucasian,0,9,0,1,5,-1.0,M,1,1,Risk of Recidivism,9,High,Risk of Violence,8,High,14,326,1,1
Male,63,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,3,150,1,1
Male,35,25 - 45,African-American,0,7,0,0,2,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,741,0,0
Male,20,Less than 25,African-American,9,4,0,0,9,-70.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,180,1,1
Male,26,25 - 45,Hispanic,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,3,Low,0,33,1,1
Male,25,25 - 45,African-American,0,10,0,0,8,-1.0,M,1,1,Risk of Recidivism,10,High,Risk of Violence,10,High,1,14,0,1
Male,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,851,0,0
Male,29,25 - 45,African-American,0,3,0,0,7,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,1,92,0,0
Male,27,25 - 45,Hispanic,0,4,0,0,2,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,1135,0,0
Male,37,25 - 45,African-American,1,9,0,1,12,-1.0,M,1,0,Risk of Recidivism,9,High,Risk of Violence,10,High,0,152,1,1
Female,20,Less than 25,Caucasian,0,10,2,1,3,-1.0,M,1,1,Risk of Recidivism,10,High,Risk of Violence,8,High,0,27,0,1
Male,32,25 - 45,African-American,0,2,0,0,1,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,71,1,1
Male,72,Greater than 45,Caucasian,0,1,0,0,1,-23.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1019,0,0
Male,38,25 - 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,545,0,0
Male,40,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,1119,0,0
Male,23,Less than 25,Caucasian,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,750,0,0
Male,21,Less than 25,Caucasian,0,8,0,0,5,-10.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,8,High,0,163,1,1
Male,27,25 - 45,Caucasian,0,7,0,0,4,0.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,266,1,1
Male,55,Greater than 45,Caucasian,0,6,0,0,13,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,0,13,1,1
Female,41,25 - 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,812,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1051,0,0
Male,55,Greater than 45,Caucasian,0,7,0,0,11,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,56,151,0,0
Female,23,Less than 25,Hispanic,0,6,0,0,0,-2.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,45,1,1
Male,28,25 - 45,African-American,0,2,0,0,3,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,951,0,0
Male,31,25 - 45,Other,0,2,0,0,2,-1.0,F,1,1,Risk of Recidivism,2,Low,Risk of Violence,4,Low,12,309,1,1
Male,56,Greater than 45,African-American,0,2,0,0,3,-49.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,58,0,0
Male,53,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1082,0,0
Male,27,25 - 45,African-American,0,5,0,0,6,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,9,305,1,1
Male,22,Less than 25,Caucasian,0,5,0,0,0,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,0,56,1,1
Female,22,Less than 25,African-American,0,4,0,1,0,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,354,1,1
Male,33,25 - 45,African-American,0,6,0,0,7,-1.0,M,1,1,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,1,285,0,1
Male,34,25 - 45,African-American,0,7,0,0,15,-6.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,0,230,0,0
Male,22,Less than 25,Hispanic,0,3,0,0,0,0.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,1,265,1,1
Male,32,25 - 45,African-American,0,8,0,0,12,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,1092,1,0
Male,47,Greater than 45,African-American,4,9,0,1,14,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,0,306,1,1
Male,24,Less than 25,Asian,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,1177,0,0
Male,25,25 - 45,African-American,0,10,4,4,14,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,82,383,1,1
Male,56,Greater than 45,Caucasian,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1067,0,0
Male,36,25 - 45,Hispanic,0,4,0,0,1,30.0,F,1,1,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,30,1,1
Male,28,25 - 45,African-American,0,6,0,0,4,0.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,21,83,1,1
Male,20,Less than 25,African-American,2,9,0,0,2,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,129,0,1
Male,59,Greater than 45,Hispanic,0,1,0,0,0,-2.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,948,0,0
Female,29,25 - 45,African-American,0,8,0,0,11,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,880,0,0
Male,72,Greater than 45,Caucasian,0,1,0,0,3,-5.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,744,0,0
Female,24,Less than 25,African-American,0,7,0,0,2,-1.0,M,1,0,Risk of Recidivism,7,Medium,Risk of Violence,8,High,13,262,1,1
Male,45,Greater than 45,African-American,0,9,0,0,3,6.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,1,Low,0,6,0,0
Male,30,25 - 45,African-American,0,10,0,0,7,0.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,10,High,2,128,1,1
Male,45,Greater than 45,African-American,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1185,0,0
Male,47,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,779,0,0
Male,24,Less than 25,African-American,0,3,0,0,0,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,9,28,1,1
Male,20,Less than 25,African-American,0,3,0,0,0,-1.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,2,421,1,1
Male,51,Greater than 45,Caucasian,0,1,0,0,6,0.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,3,1,1
Male,22,Less than 25,Hispanic,0,3,0,0,2,102.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,0,102,0,0
Female,49,Greater than 45,Caucasian,0,2,0,0,2,-1.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,11,245,1,1
Male,41,25 - 45,Caucasian,0,1,0,0,5,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,932,0,0
Male,49,Greater than 45,Caucasian,0,3,0,0,1,-16.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,801,0,0
Male,26,25 - 45,Hispanic,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,907,0,0
Female,34,25 - 45,Caucasian,0,3,0,0,2,-49.0,F,1,1,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,53,1,1
Female,28,25 - 45,African-American,0,3,0,0,0,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,893,0,0
Male,33,25 - 45,Caucasian,0,2,0,0,2,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,1098,0,0
Male,46,Greater than 45,African-American,0,7,0,0,0,0.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,1,871,0,0
Male,21,Less than 25,African-American,0,4,0,0,0,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,1,1029,1,0
Male,26,25 - 45,African-American,0,9,1,3,14,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,9,1,1
Female,28,25 - 45,Hispanic,0,5,0,0,2,-68.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,842,0,0
Male,48,Greater than 45,Hispanic,0,1,0,0,1,2.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,2,1,1
Male,58,Greater than 45,African-American,0,6,0,0,24,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,1,Low,3,40,1,1
Male,29,25 - 45,Other,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,1184,0,0
Female,20,Less than 25,African-American,0,10,0,3,2,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,22,36,0,1
Male,28,25 - 45,African-American,0,4,0,0,0,0.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,1,1,1
Male,21,Less than 25,Caucasian,0,8,0,0,0,0.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,10,High,4,141,1,1
Male,26,25 - 45,Other,0,7,0,0,0,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,0,1141,0,0
Male,34,25 - 45,African-American,0,1,0,0,3,-4.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1068,0,0
Male,32,25 - 45,African-American,2,8,0,0,15,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,6,108,0,1
Male,38,25 - 45,African-American,0,4,0,1,10,0.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,10,418,1,1
Male,22,Less than 25,African-American,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,742,0,0
Male,42,25 - 45,Caucasian,0,5,0,0,2,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,137,1,1
Female,57,Greater than 45,Caucasian,0,4,0,0,0,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,1049,0,0
Female,56,Greater than 45,Caucasian,0,1,0,0,1,-20.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1015,0,0
Male,32,25 - 45,Hispanic,0,5,0,0,2,0.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,1,219,1,1
Male,30,25 - 45,African-American,0,8,2,2,11,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,0,55,0,0
Male,29,25 - 45,African-American,0,1,0,0,2,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,746,0,0
Male,46,Greater than 45,African-American,0,7,0,1,15,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,1,Low,6,267,1,1
Male,36,25 - 45,African-American,2,10,0,0,5,-64.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,8,High,0,510,0,0
Female,24,Less than 25,African-American,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,765,0,0
Female,70,Greater than 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1159,0,0
Male,21,Less than 25,Hispanic,0,6,0,0,0,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,0,387,1,1
Female,45,Greater than 45,Caucasian,0,1,0,0,1,-11.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1170,0,0
Female,33,25 - 45,Hispanic,0,4,0,0,2,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,1,893,0,0
Female,39,25 - 45,African-American,0,5,1,0,6,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,1,1168,0,0
Male,25,25 - 45,Caucasian,0,4,1,0,6,-16.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,1065,0,0
Male,48,Greater than 45,Hispanic,0,1,0,0,1,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1156,0,0
Female,32,25 - 45,Caucasian,0,2,0,0,1,-41.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,697,1,1
Male,46,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1055,0,0
Male,28,25 - 45,Caucasian,0,2,0,0,0,0.0,M,1,1,Risk of Recidivism,2,Low,Risk of Violence,3,Low,3,151,1,1
Male,27,25 - 45,African-American,0,2,0,0,1,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,793,0,0
Male,43,25 - 45,Caucasian,0,7,0,0,11,16.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,16,0,1
Male,56,Greater than 45,Caucasian,0,5,0,0,5,-38.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,97,1,1
Male,30,25 - 45,African-American,0,10,0,0,9,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,7,Medium,518,531,1,1
Male,29,25 - 45,Caucasian,0,3,0,0,1,-22.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,329,0,0
Male,54,Greater than 45,African-American,0,1,0,0,8,0.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,109,1,1
Female,20,Less than 25,Caucasian,0,4,0,0,0,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,860,0,0
Male,29,25 - 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,835,0,0
Male,67,Greater than 45,Asian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,955,0,0
Male,25,25 - 45,Other,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,962,0,0
Male,24,Less than 25,African-American,0,9,2,1,8,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,9,High,0,364,1,1
Male,29,25 - 45,Other,0,6,0,0,3,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,177,1056,0,0
Male,45,Greater than 45,African-American,0,6,0,0,2,-1.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,28,1154,0,0
Male,31,25 - 45,African-American,0,5,0,0,5,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,10,450,0,1
Male,23,Less than 25,Caucasian,0,3,0,0,0,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,7,175,1,1
Male,21,Less than 25,African-American,0,8,0,0,0,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,9,High,8,32,0,1
Male,61,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,786,0,0
Female,51,Greater than 45,Caucasian,0,7,0,0,5,-1.0,M,1,0,Risk of Recidivism,7,Medium,Risk of Violence,1,Low,20,613,1,1
Male,32,25 - 45,Other,0,1,0,0,1,-15.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1022,0,0
Male,43,25 - 45,Caucasian,0,6,0,0,9,-2.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,1,Low,0,1135,0,0
Male,32,25 - 45,Other,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,797,0,0
Male,36,25 - 45,African-American,0,5,0,0,0,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,779,0,0
Male,58,Greater than 45,Caucasian,0,4,0,0,3,0.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,15,136,0,1
Male,57,Greater than 45,African-American,0,9,0,0,12,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,50,1038,0,0
Male,37,25 - 45,African-American,0,7,0,0,2,0.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,0,1173,0,0
Male,44,25 - 45,African-American,0,6,0,0,6,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,1,891,0,0
Male,28,25 - 45,Caucasian,0,8,0,2,9,112.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,112,0,0
Male,45,Greater than 45,African-American,0,7,0,0,8,-1.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,139,1,1
Male,48,Greater than 45,Other,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1099,0,0
Male,26,25 - 45,African-American,0,8,1,1,13,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,34,0,1
Male,34,25 - 45,Caucasian,1,6,0,0,9,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,498,1,1
Male,25,25 - 45,African-American,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,1,1111,0,0
Male,31,25 - 45,African-American,0,7,0,0,8,-1.0,M,1,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,158,1,1
Male,43,25 - 45,African-American,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,914,0,0
Male,30,25 - 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,753,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,0,-2.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,921,0,0
Female,31,25 - 45,African-American,0,2,0,0,2,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,555,0,0
Female,33,25 - 45,Caucasian,0,6,0,0,7,-6.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,875,0,0
Male,32,25 - 45,African-American,0,5,0,0,1,-1.0,F,1,1,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,19,415,1,1
Female,46,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,203,1,1
Male,22,Less than 25,Hispanic,0,6,0,0,0,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,0,755,0,0
Male,37,25 - 45,African-American,0,5,0,0,8,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,0,118,1,1
Female,32,25 - 45,Caucasian,0,6,0,0,6,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,7,26,1,1
Female,23,Less than 25,African-American,0,7,0,0,2,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,0,53,1,1
Male,21,Less than 25,Caucasian,0,5,0,0,0,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,1127,0,0
Male,52,Greater than 45,Other,0,1,0,0,2,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,82,0,0
Male,49,Greater than 45,Caucasian,0,2,0,0,2,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,915,0,0
Male,55,Greater than 45,Caucasian,0,7,0,0,3,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,2,Low,35,52,1,1
Male,22,Less than 25,African-American,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,947,0,0
Male,45,Greater than 45,Hispanic,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,12,1078,0,0
Female,31,25 - 45,African-American,0,5,0,0,7,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,0,221,1,1
Male,22,Less than 25,Caucasian,0,2,0,1,0,-1.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,42,1,1
Male,28,25 - 45,African-American,0,6,0,0,5,-1.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,1111,0,0
Male,21,Less than 25,African-American,0,5,0,0,1,-1.0,F,1,1,Risk of Recidivism,5,Medium,Risk of Violence,8,High,0,4,1,1
Male,37,25 - 45,Hispanic,0,3,0,1,2,-1.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,780,0,0
Male,30,25 - 45,African-American,0,7,2,0,21,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,57,0,1
Male,22,Less than 25,African-American,0,10,0,1,13,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,4,1,1
Male,35,25 - 45,African-American,0,9,1,0,23,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,6,Medium,0,244,1,1
Male,28,25 - 45,African-American,2,10,1,0,11,-1.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,5,Medium,25,881,0,0
Male,24,Less than 25,African-American,0,3,0,0,1,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,0,1171,0,0
Male,44,25 - 45,African-American,0,3,0,0,9,73.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,73,0,0
Male,32,25 - 45,African-American,1,7,3,0,24,-1.0,F,1,1,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,2,232,1,1
Male,29,25 - 45,African-American,0,3,0,0,5,35.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,3,Low,0,35,0,1
Female,24,Less than 25,African-American,0,5,0,0,1,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,864,0,0
Male,57,Greater than 45,African-American,0,3,0,0,19,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,741,0,0
Male,21,Less than 25,Other,0,6,0,0,0,-1.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,0,1053,0,0
Male,28,25 - 45,Caucasian,0,2,0,0,0,0.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,225,0,0
Male,51,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,92,1108,0,0
Male,34,25 - 45,African-American,0,9,0,0,6,205.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,3,Low,0,204,1,1
Male,26,25 - 45,African-American,0,2,0,0,0,-1.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,662,1,1
Male,20,Less than 25,African-American,0,6,0,3,0,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,0,659,1,1
Male,25,25 - 45,African-American,0,7,1,0,6,-1.0,M,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,32,958,0,0
Male,19,Less than 25,Caucasian,0,6,0,0,0,-1.0,M,1,1,Risk of Recidivism,6,Medium,Risk of Violence,9,High,2,327,1,1
Male,49,Greater than 45,Caucasian,0,1,0,0,1,-1.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,20,310,1,1
Male,57,Greater than 45,African-American,0,10,0,0,27,-9.0,M,0,0,Risk of Recidivism,10,High,Risk of Violence,9,High,0,814,0,0
Female,27,25 - 45,African-American,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,1,1089,0,0
Male,66,Greater than 45,Caucasian,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,18,1174,0,0
