decile1b,decile3,decile1,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,tier,gender
b'01',b'02',b'01',4.0,39.0,3.2,-1.3,66.0,-1.14,1.0,5.0,-59.0,0.0,5.0,b'female'
b'10',b'10',b'10',1.0,37.0,2.5,1.39,68.0,1.3,1.0,4.0,-61.0,0.0,4.0,b'male'
b'02',b'02',b'02',1.0,43.0,3.6,-0.87,69.0,-1.04,1.0,4.0,-62.0,0.0,4.0,b'female'
b'06',b'08',b'06',1.0,37.0,3.2,0.18,66.0,0.82,1.0,4.0,-59.0,0.0,4.0,b'male'
b'07',b'08',b'08',1.0,40.0,3.9,0.6,69.0,0.77,1.0,3.0,-62.0,0.0,4.0,b'male'
b'07',b'10',b'07',5.0,48.0,3.6,0.48,68.0,1.73,1.0,3.0,-61.0,0.0,6.0,b'female'
b'03',b'04',b'03',3.0,35.0,2.5,-0.55,67.0,-0.55,1.0,3.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',3.0,37.0,2.6,1.93,68.0,2.14,1.0,5.0,-61.0,0.0,3.0,b'male'
b'01',b'01',b'01',4.0,36.0,3.0,-2.14,68.0,-2.28,1.0,2.0,-61.0,0.0,5.0,b'male'
b'09',b'09',b'09',3.0,34.0,2.9,1.25,68.0,1.25,1.0,3.0,-61.0,0.0,3.0,b'male'
b'07',b'08',b'08',1.0,40.0,3.1,0.58,61.0,0.6,1.0,3.0,-54.0,0.0,4.0,b'male'
b'10',b'09',b'10',1.0,41.0,3.4,1.36,69.0,0.88,1.0,3.0,-62.0,0.0,4.0,b'female'
b'09',b'10',b'09',3.0,38.0,3.0,0.97,69.0,1.32,1.0,3.0,-62.0,0.0,3.0,b'male'
b'01',b'01',b'01',3.0,33.5,3.1,-1.57,52.0,-2.2,1.0,2.0,-45.0,0.0,3.0,b'male'
b'04',b'06',b'04',5.0,39.0,3.1,-0.3,69.0,0.07,1.0,4.0,-62.0,0.0,6.0,b'male'
b'10',b'09',b'10',4.0,44.0,3.1,1.37,67.0,0.93,1.0,4.0,-60.0,0.0,5.0,b'male'
b'03',b'03',b'03',3.0,34.0,3.6,-0.69,68.0,-0.68,1.0,3.0,-61.0,0.0,3.0,b'male'
b'01',b'01',b'01',3.0,37.0,2.5,-1.44,67.0,-1.4,1.0,5.0,-60.0,0.0,3.0,b'male'
b'02',b'02',b'02',4.0,34.0,3.1,-1.02,69.0,-0.86,1.0,2.0,-67.0,0.0,5.0,b'female'
b'01',b'02',b'01',3.0,36.0,2.9,-1.35,65.0,-1.17,1.0,4.0,-58.0,0.0,3.0,b'male'
b'01',b'02',b'01',1.0,36.5,3.4,-1.43,64.0,-0.9,1.0,1.0,-57.0,0.0,4.0,b'female'
b'01',b'01',b'01',1.0,35.0,2.2,-1.86,62.0,-1.79,1.0,2.0,-55.0,0.0,4.0,b'male'
b'02',b'01',b'02',4.0,34.5,3.0,-0.83,62.0,-1.75,2.0,2.0,-60.0,1.0,5.0,b'male'
b'03',b'03',b'04',4.0,37.0,3.9,-0.49,69.0,-0.54,1.0,3.0,-62.0,0.0,5.0,b'female'
b'01',b'01',b'01',1.0,38.0,3.2,-1.55,65.0,-2.22,2.0,4.0,-58.0,1.0,4.0,b'male'
b'10',b'10',b'10',5.0,47.0,3.8,1.6,69.0,1.53,1.0,4.0,-62.0,0.0,6.0,b'male'
b'03',b'04',b'04',3.0,32.0,2.9,-0.51,68.0,-0.37,1.0,4.0,-61.0,0.0,3.0,b'male'
b'07',b'08',b'07',4.0,43.0,3.5,0.46,69.0,0.58,1.0,3.0,-62.0,0.0,5.0,b'male'
b'06',b'06',b'06',4.0,34.0,3.4,0.23,69.0,0.14,1.0,3.0,-62.0,0.0,5.0,b'female'
b'03',b'02',b'03',3.0,37.0,3.0,-0.54,69.0,-0.93,1.0,3.0,-67.0,0.0,3.0,b'male'
b'02',b'02',b'03',1.0,32.0,3.0,-0.81,69.0,-1.04,1.0,2.0,-62.0,0.0,4.0,b'male'
b'02',b'01',b'02',4.0,45.0,3.9,-0.85,68.0,-1.79,1.0,4.0,-61.0,0.0,5.0,b'male'
b'03',b'05',b'04',2.0,27.5,3.3,-0.47,69.0,-0.14,1.0,4.0,-62.0,0.0,2.0,b'male'
b'08',b'08',b'08',3.0,32.5,2.7,0.78,53.0,0.55,2.0,3.0,-46.0,1.0,3.0,b'female'
b'04',b'05',b'04',4.0,31.5,2.8,-0.31,65.0,-0.19,1.0,4.0,-58.0,0.0,5.0,b'male'
b'02',b'02',b'02',1.0,36.0,2.4,-1.0,68.0,-1.05,1.0,3.0,-66.0,0.0,4.0,b'male'
b'09',b'09',b'09',3.0,33.0,3.4,1.03,59.0,1.08,1.0,4.0,-52.0,0.0,3.0,b'male'
b'06',b'04',b'06',6.0,30.0,2.5,0.18,66.0,-0.56,1.0,3.0,-59.0,0.0,1.0,b'female'
b'02',b'01',b'03',3.0,37.0,2.9,-0.75,68.0,-1.64,1.0,3.0,-61.0,0.0,3.0,b'male'
b'03',b'02',b'03',3.0,31.0,3.1,-0.53,69.0,-0.92,1.0,4.0,-63.0,0.0,3.0,b'female'
b'07',b'06',b'07',4.0,36.0,3.6,0.3,69.0,0.25,1.0,4.0,-62.0,0.0,5.0,b'female'
b'08',b'07',b'08',3.0,34.5,2.5,0.74,61.0,0.38,1.0,5.0,-54.0,0.0,3.0,b'male'
b'09',b'09',b'09',1.0,39.0,3.2,1.1,65.0,1.11,1.0,3.0,-58.0,0.0,4.0,b'male'
b'07',b'05',b'08',3.0,32.0,3.2,0.54,67.0,-0.21,1.0,4.0,-60.0,0.0,3.0,b'male'
b'02',b'03',b'03',3.0,31.5,3.0,-0.83,63.0,-0.58,1.0,4.0,-61.0,0.0,3.0,b'male'
b'10',b'06',b'10',5.0,34.0,3.2,1.97,69.0,0.08,1.0,3.0,-62.0,0.0,6.0,b'male'
b'10',b'10',b'10',4.0,41.0,3.8,1.37,64.0,1.66,1.0,4.0,-57.0,0.0,5.0,b'female'
b'09',b'07',b'09',1.0,42.0,3.8,0.92,69.0,0.49,1.0,4.0,-62.0,0.0,4.0,b'female'
b'04',b'06',b'04',4.0,39.0,3.5,-0.41,56.0,0.02,1.0,2.0,-49.0,0.0,5.0,b'female'
b'07',b'08',b'07',3.0,36.0,2.8,0.48,69.0,0.56,1.0,5.0,-62.0,0.0,3.0,b'male'
b'05',b'06',b'06',6.0,30.0,2.8,0.05,67.0,0.06,1.0,2.0,-60.0,0.0,1.0,b'female'
b'05',b'03',b'05',3.0,40.0,3.3,-0.12,69.0,-0.72,1.0,4.0,-62.0,0.0,3.0,b'male'
b'08',b'08',b'08',3.0,33.0,2.8,0.67,67.0,0.64,1.0,4.0,-60.0,0.0,3.0,b'male'
b'01',b'01',b'01',1.0,32.0,2.4,-1.76,65.0,-2.44,1.0,3.0,-58.0,0.0,4.0,b'male'
b'07',b'06',b'07',1.0,47.0,2.8,0.34,65.0,0.21,1.0,3.0,-63.0,0.0,4.0,b'male'
b'03',b'05',b'03',1.0,42.0,3.0,-0.69,67.0,-0.23,1.0,3.0,-60.0,0.0,4.0,b'male'
b'03',b'05',b'03',3.0,32.0,3.4,-0.65,62.0,-0.12,2.0,4.0,-55.0,1.0,3.0,b'male'
b'01',b'02',b'02',3.0,33.0,3.2,-1.25,68.0,-1.17,1.0,4.0,-61.0,0.0,3.0,b'female'
b'08',b'06',b'08',5.0,44.0,3.5,0.64,69.0,0.22,1.0,5.0,-62.0,0.0,6.0,b'male'
b'07',b'07',b'07',3.0,39.0,3.0,0.41,69.0,0.52,1.0,3.0,-62.0,0.0,3.0,b'male'
b'07',b'06',b'07',1.0,42.0,3.1,0.48,69.0,0.21,1.0,4.0,-62.0,0.0,4.0,b'male'
b'07',b'09',b'07',1.0,46.0,3.2,0.42,66.0,0.93,1.0,4.0,-59.0,0.0,4.0,b'male'
b'04',b'05',b'04',1.0,39.0,3.3,-0.23,69.0,-0.24,1.0,4.0,-62.0,0.0,4.0,b'female'
b'02',b'02',b'03',5.0,41.0,3.4,-0.85,69.0,-0.95,1.0,3.0,-62.0,0.0,6.0,b'female'
b'06',b'04',b'06',4.0,42.0,2.9,0.15,65.0,-0.46,1.0,4.0,-58.0,0.0,5.0,b'male'
b'02',b'04',b'02',4.0,28.0,3.6,-1.02,69.0,-0.45,1.0,4.0,-62.0,0.0,5.0,b'female'
b'07',b'10',b'07',1.0,36.0,4.0,0.38,66.0,1.29,1.0,4.0,-59.0,0.0,4.0,b'female'
b'09',b'10',b'09',1.0,37.0,3.9,1.14,69.0,1.54,1.0,3.0,-67.0,0.0,4.0,b'female'
b'08',b'08',b'08',2.0,34.0,3.1,0.69,69.0,0.61,1.0,4.0,-62.0,0.0,2.0,b'male'
b'05',b'03',b'05',3.0,32.5,3.4,-0.17,67.0,-0.66,1.0,3.0,-60.0,0.0,3.0,b'male'
b'01',b'01',b'01',3.0,33.0,3.0,-1.44,57.0,-1.34,1.0,2.0,-50.0,0.0,3.0,b'male'
b'10',b'10',b'10',6.0,31.0,2.8,2.05,66.0,1.59,1.0,3.0,-59.0,0.0,1.0,b'female'
b'04',b'05',b'04',1.0,46.0,3.2,-0.4,69.0,-0.12,1.0,4.0,-62.0,0.0,4.0,b'female'
b'09',b'09',b'09',3.0,40.0,3.3,1.03,68.0,1.06,1.0,4.0,-66.0,0.0,3.0,b'male'
b'02',b'03',b'03',3.0,38.0,3.0,-0.73,69.0,-0.79,1.0,4.0,-62.0,0.0,3.0,b'female'
b'09',b'07',b'10',3.0,30.0,3.1,1.29,69.0,0.32,1.0,4.0,-62.0,0.0,3.0,b'male'
b'09',b'07',b'09',1.0,41.0,3.3,0.99,67.0,0.43,1.0,4.0,-60.0,0.0,4.0,b'female'
b'03',b'03',b'04',2.0,32.0,3.5,-0.47,69.0,-0.66,1.0,4.0,-67.0,0.0,2.0,b'male'
b'04',b'03',b'04',4.0,28.0,3.6,-0.38,36.0,-0.55,2.0,4.0,-29.0,1.0,5.0,b'female'
b'09',b'07',b'09',3.0,43.0,2.7,1.2,69.0,0.41,1.0,4.0,-62.0,0.0,3.0,b'male'
b'02',b'01',b'02',3.0,40.0,3.1,-0.95,69.0,-1.65,1.0,2.0,-63.0,0.0,3.0,b'male'
b'09',b'08',b'09',2.0,31.5,3.3,1.07,70.0,0.77,1.0,4.0,-63.0,0.0,2.0,b'male'
b'04',b'04',b'04',4.0,38.0,3.6,-0.44,68.0,-0.38,1.0,4.0,-61.0,0.0,5.0,b'female'
b'03',b'06',b'03',1.0,40.0,3.1,-0.69,69.0,0.19,1.0,4.0,-62.0,0.0,4.0,b'female'
b'03',b'05',b'03',1.0,29.0,3.4,-0.52,69.0,-0.07,1.0,3.0,-62.0,0.0,4.0,b'female'
b'10',b'10',b'10',3.0,39.0,2.7,1.63,64.0,1.86,1.0,4.0,-57.0,0.0,3.0,b'male'
b'01',b'01',b'01',4.0,38.0,3.4,-1.57,67.0,-1.45,1.0,5.0,-60.0,0.0,5.0,b'male'
b'08',b'09',b'08',1.0,37.0,3.7,0.69,59.0,1.09,1.0,3.0,-52.0,0.0,4.0,b'male'
b'09',b'10',b'09',2.0,35.0,3.5,1.0,68.0,1.55,1.0,3.0,-61.0,0.0,2.0,b'female'
b'09',b'08',b'09',6.0,20.0,2.4,0.89,67.0,0.58,1.0,3.0,-60.0,0.0,1.0,b'male'
b'03',b'04',b'04',4.0,45.0,3.7,-0.47,68.0,-0.34,1.0,4.0,-61.0,0.0,5.0,b'male'
b'03',b'03',b'04',1.0,36.0,3.3,-0.51,69.0,-0.81,1.0,3.0,-62.0,0.0,4.0,b'male'
b'09',b'09',b'09',3.0,36.0,3.3,1.04,68.0,1.12,1.0,4.0,-61.0,0.0,3.0,b'female'
b'04',b'03',b'05',3.0,31.0,3.4,-0.19,68.0,-0.6,1.0,4.0,-66.0,0.0,3.0,b'female'
b'02',b'02',b'02',1.0,44.0,2.7,-0.98,66.0,-1.29,1.0,2.0,-59.0,0.0,4.0,b'male'
b'05',b'07',b'06',5.0,42.0,3.0,0.07,69.0,0.31,1.0,4.0,-62.0,0.0,6.0,b'female'
b'02',b'02',b'02',4.0,46.0,3.0,-1.03,67.0,-1.26,1.0,3.0,-61.0,0.0,5.0,b'male'
b'10',b'09',b'10',4.0,42.0,3.6,1.31,69.0,1.24,1.0,4.0,-62.0,0.0,5.0,b'male'
b'01',b'02',b'02',3.0,29.5,2.6,-1.25,67.0,-1.13,1.0,5.0,-60.0,0.0,3.0,b'male'
b'08',b'07',b'08',3.0,40.0,3.8,0.57,67.0,0.53,1.0,4.0,-60.0,0.0,3.0,b'female'
b'01',b'01',b'02',1.0,27.0,2.4,-1.28,55.0,-1.74,1.0,2.0,-53.0,0.0,4.0,b'female'
b'09',b'09',b'09',4.0,43.0,3.4,1.0,64.0,1.13,1.0,4.0,-57.0,0.0,5.0,b'female'
b'07',b'07',b'07',3.0,39.0,3.7,0.5,69.0,0.35,1.0,3.0,-67.0,0.0,3.0,b'female'
b'03',b'04',b'04',2.0,33.0,3.7,-0.52,63.0,-0.33,1.0,2.0,-56.0,0.0,2.0,b'male'
b'04',b'03',b'05',6.0,17.0,3.3,-0.26,69.0,-0.83,1.0,4.0,-62.0,0.0,1.0,b'female'
b'03',b'05',b'04',3.0,36.0,3.2,-0.47,69.0,-0.27,1.0,3.0,-62.0,0.0,3.0,b'male'
b'01',b'01',b'01',2.0,29.0,3.3,-1.42,69.0,-1.32,1.0,4.0,-62.0,0.0,2.0,b'female'
b'07',b'07',b'07',5.0,42.0,3.5,0.53,69.0,0.54,1.0,3.0,-62.0,0.0,6.0,b'female'
b'07',b'09',b'07',3.0,40.0,3.2,0.43,67.0,1.16,1.0,4.0,-60.0,0.0,3.0,b'female'
b'01',b'03',b'02',4.0,33.0,3.8,-1.18,61.0,-0.79,1.0,3.0,-59.0,0.0,5.0,b'female'
b'07',b'06',b'07',1.0,47.0,2.8,0.45,61.0,0.15,1.0,3.0,-59.0,0.0,4.0,b'male'
b'04',b'06',b'05',3.0,32.0,3.6,-0.24,68.0,0.13,1.0,4.0,-61.0,0.0,3.0,b'male'
b'02',b'02',b'02',2.0,31.0,3.2,-1.04,67.0,-1.08,1.0,4.0,-65.0,0.0,2.0,b'male'
b'09',b'09',b'09',2.0,33.0,2.9,0.86,68.0,1.11,1.0,4.0,-61.0,0.0,2.0,b'male'
b'06',b'05',b'06',1.0,43.0,3.2,0.26,69.0,-0.03,1.0,4.0,-62.0,0.0,4.0,b'male'
b'02',b'01',b'03',2.0,30.0,3.2,-0.87,66.0,-1.33,1.0,3.0,-59.0,0.0,2.0,b'male'
b'06',b'06',b'06',3.0,39.0,3.0,0.07,68.0,0.04,1.0,4.0,-61.0,0.0,3.0,b'female'
b'05',b'03',b'05',1.0,33.0,3.5,-0.14,69.0,-0.66,1.0,4.0,-62.0,0.0,4.0,b'female'
b'01',b'01',b'01',3.0,36.0,2.1,-1.44,57.0,-1.54,2.0,4.0,-50.0,1.0,3.0,b'male'
b'05',b'06',b'05',2.0,37.0,3.7,-0.05,69.0,0.07,1.0,3.0,-62.0,0.0,2.0,b'male'
b'03',b'03',b'03',3.0,35.0,2.6,-0.64,69.0,-0.7,1.0,3.0,-62.0,0.0,3.0,b'male'
b'06',b'06',b'06',3.0,34.0,3.0,0.25,57.0,0.0,2.0,2.0,-50.0,1.0,3.0,b'female'
b'05',b'03',b'05',1.0,33.0,3.4,-0.12,69.0,-0.7,1.0,4.0,-62.0,0.0,4.0,b'male'
b'10',b'09',b'10',5.0,44.0,3.6,1.46,48.0,0.94,1.0,3.0,-41.0,0.0,6.0,b'male'
b'03',b'01',b'04',1.0,42.0,3.1,-0.48,69.0,-1.37,1.0,4.0,-67.0,0.0,4.0,b'male'
b'06',b'10',b'06',3.0,31.0,2.1,0.14,60.0,1.48,2.0,3.0,-58.0,1.0,3.0,b'female'
b'02',b'02',b'02',3.0,32.0,3.0,-0.96,63.0,-1.31,1.0,4.0,-56.0,0.0,3.0,b'male'
b'06',b'04',b'06',4.0,40.0,3.2,0.09,69.0,-0.41,1.0,2.0,-62.0,0.0,5.0,b'male'
b'04',b'03',b'05',2.0,26.0,2.6,-0.3,61.0,-0.6,1.0,4.0,-59.0,0.0,2.0,b'male'
b'02',b'02',b'02',4.0,41.0,3.4,-0.95,57.0,-0.91,1.0,4.0,-50.0,0.0,5.0,b'male'
b'04',b'04',b'05',6.0,26.0,2.7,-0.1,68.0,-0.5,1.0,2.0,-61.0,0.0,1.0,b'male'
b'06',b'07',b'06',3.0,33.0,3.3,0.2,70.0,0.43,1.0,4.0,-63.0,0.0,3.0,b'male'
b'07',b'08',b'07',3.0,36.0,2.7,0.39,67.0,0.75,1.0,4.0,-60.0,0.0,3.0,b'male'
b'08',b'07',b'08',2.0,38.0,2.6,0.72,66.0,0.52,1.0,3.0,-59.0,0.0,2.0,b'male'
b'03',b'04',b'03',1.0,39.0,3.2,-0.71,63.0,-0.35,1.0,3.0,-56.0,0.0,4.0,b'female'
b'02',b'01',b'02',5.0,44.0,3.9,-1.07,70.0,-1.55,1.0,3.0,-63.0,0.0,6.0,b'female'
b'02',b'02',b'02',3.0,20.0,3.0,-1.02,70.0,-1.23,1.0,3.0,-63.0,0.0,3.0,b'female'
b'04',b'04',b'04',1.0,26.0,3.5,-0.24,68.0,-0.36,1.0,1.0,-61.0,0.0,4.0,b'female'
b'09',b'08',b'09',3.0,37.0,3.6,0.9,69.0,0.68,1.0,3.0,-62.0,0.0,3.0,b'male'
b'02',b'02',b'02',1.0,39.0,3.5,-1.11,49.0,-0.92,1.0,4.0,-42.0,0.0,4.0,b'female'
b'08',b'03',b'08',3.0,39.0,2.7,0.57,68.0,-0.84,1.0,3.0,-61.0,0.0,3.0,b'male'
b'05',b'04',b'06',1.0,35.0,2.7,0.05,64.0,-0.33,2.0,4.0,-57.0,1.0,4.0,b'male'
b'02',b'01',b'02',2.0,26.0,2.3,-1.0,67.0,-1.58,1.0,3.0,-60.0,0.0,2.0,b'female'
b'05',b'07',b'06',3.0,37.0,3.2,0.04,47.0,0.32,2.0,2.0,-40.0,1.0,3.0,b'male'
b'01',b'04',b'02',3.0,25.0,2.3,-1.26,66.0,-0.51,2.0,3.0,-59.0,1.0,3.0,b'female'
b'03',b'05',b'03',1.0,39.0,3.6,-0.67,69.0,-0.26,1.0,4.0,-67.0,0.0,4.0,b'female'
b'06',b'05',b'06',1.0,40.0,3.0,0.21,50.0,-0.19,2.0,3.0,-43.0,1.0,4.0,b'male'
b'03',b'03',b'03',3.0,36.0,3.4,-0.58,67.0,-0.69,1.0,4.0,-60.0,0.0,3.0,b'male'
b'05',b'05',b'05',4.0,41.0,3.4,-0.2,64.0,-0.08,1.0,2.0,-57.0,0.0,5.0,b'male'
b'09',b'08',b'09',3.0,35.0,2.6,1.23,67.0,0.65,2.0,4.0,-60.0,1.0,3.0,b'female'
b'05',b'05',b'05',3.0,34.0,2.3,-0.05,68.0,-0.18,1.0,5.0,-61.0,0.0,3.0,b'male'
b'08',b'05',b'08',3.0,36.0,3.8,0.72,69.0,-0.05,1.0,4.0,-62.0,0.0,3.0,b'male'
b'09',b'07',b'09',1.0,42.0,3.1,0.96,66.0,0.51,1.0,4.0,-59.0,0.0,4.0,b'male'
b'06',b'07',b'06',3.0,37.0,2.9,0.24,63.0,0.49,1.0,4.0,-56.0,0.0,3.0,b'female'
b'03',b'02',b'03',4.0,36.0,3.2,-0.72,69.0,-1.08,1.0,3.0,-62.0,0.0,5.0,b'female'
b'06',b'06',b'06',3.0,30.5,3.3,0.19,68.0,0.23,1.0,4.0,-61.0,0.0,3.0,b'female'
b'06',b'06',b'06',3.0,40.0,3.9,0.14,67.0,0.22,1.0,3.0,-60.0,0.0,3.0,b'female'
b'09',b'09',b'09',2.0,32.0,2.8,1.21,68.0,1.21,1.0,4.0,-61.0,0.0,2.0,b'male'
b'10',b'10',b'10',4.0,35.5,3.5,1.61,69.0,1.36,1.0,4.0,-62.0,0.0,5.0,b'female'
b'05',b'07',b'05',3.0,27.0,3.4,-0.03,53.0,0.3,2.0,4.0,-46.0,1.0,3.0,b'female'
b'09',b'09',b'09',3.0,40.0,2.7,1.05,67.0,1.29,1.0,3.0,-60.0,0.0,3.0,b'female'
b'02',b'03',b'03',3.0,30.0,3.2,-0.8,51.0,-0.7,1.0,3.0,-49.0,0.0,3.0,b'male'
b'08',b'01',b'08',3.0,28.5,3.2,0.57,69.0,-1.62,1.0,4.0,-67.0,0.0,3.0,b'female'
b'07',b'05',b'07',3.0,30.0,2.6,0.31,67.0,-0.23,1.0,2.0,-60.0,0.0,3.0,b'male'
b'09',b'08',b'09',1.0,39.0,3.8,0.91,69.0,0.75,1.0,3.0,-62.0,0.0,4.0,b'female'
b'01',b'01',b'02',3.0,34.0,3.4,-1.22,69.0,-1.46,1.0,4.0,-62.0,0.0,3.0,b'male'
b'05',b'03',b'06',1.0,37.0,3.2,0.08,69.0,-0.63,1.0,3.0,-67.0,0.0,4.0,b'male'
b'01',b'01',b'01',3.0,21.0,3.1,-1.88,69.0,-1.43,1.0,3.0,-62.0,0.0,3.0,b'female'
b'10',b'08',b'10',1.0,38.0,3.4,1.6,57.0,0.65,2.0,3.0,-50.0,1.0,4.0,b'male'
b'10',b'10',b'10',6.0,26.0,2.5,1.79,63.0,1.46,1.0,4.0,-56.0,0.0,1.0,b'male'
b'02',b'03',b'02',4.0,34.0,3.3,-0.86,44.0,-0.61,1.0,4.0,-42.0,0.0,5.0,b'male'
b'08',b'06',b'08',1.0,33.0,3.5,0.66,68.0,0.14,1.0,3.0,-61.0,0.0,4.0,b'male'
b'01',b'02',b'01',1.0,34.0,3.9,-1.28,70.0,-1.01,1.0,3.0,-63.0,0.0,4.0,b'female'
b'01',b'01',b'01',4.0,35.0,3.2,-2.2,69.0,-1.62,1.0,4.0,-62.0,0.0,5.0,b'female'
b'05',b'04',b'05',1.0,41.0,3.6,-0.06,68.0,-0.49,1.0,4.0,-61.0,0.0,4.0,b'male'
b'08',b'08',b'08',5.0,42.0,3.6,0.93,69.0,0.72,1.0,3.0,-67.0,0.0,6.0,b'male'
b'08',b'08',b'08',1.0,41.0,3.8,0.83,38.0,0.75,1.0,2.0,-36.0,0.0,4.0,b'male'
b'10',b'09',b'10',3.0,36.0,2.9,1.41,67.0,0.92,1.0,4.0,-60.0,0.0,3.0,b'male'
b'02',b'02',b'02',1.0,30.0,3.7,-0.93,61.0,-1.1,1.0,2.0,-59.0,0.0,4.0,b'female'
b'01',b'01',b'02',2.0,32.0,2.6,-1.1,67.0,-1.71,1.0,3.0,-60.0,0.0,2.0,b'female'
b'09',b'04',b'09',3.0,35.0,3.4,0.91,61.0,-0.32,2.0,4.0,-54.0,1.0,3.0,b'female'
b'10',b'10',b'10',1.0,40.0,3.9,2.22,68.0,2.19,1.0,4.0,-61.0,0.0,4.0,b'female'
b'06',b'08',b'07',4.0,38.0,3.7,0.27,52.0,0.62,1.0,3.0,-45.0,0.0,5.0,b'female'
b'08',b'05',b'08',1.0,37.0,3.1,0.74,68.0,-0.12,1.0,4.0,-61.0,0.0,4.0,b'male'
b'01',b'01',b'01',2.0,30.0,2.6,-1.74,69.0,-1.47,1.0,4.0,-62.0,0.0,2.0,b'female'
b'01',b'01',b'01',3.0,32.0,2.9,-1.49,69.0,-1.69,1.0,4.0,-62.0,0.0,3.0,b'male'
b'03',b'03',b'03',2.0,35.0,2.7,-0.56,68.0,-0.75,1.0,5.0,-61.0,0.0,2.0,b'male'
b'09',b'09',b'09',4.0,47.0,3.8,1.27,68.0,0.94,1.0,4.0,-61.0,0.0,5.0,b'male'
b'10',b'10',b'10',4.0,48.0,3.8,1.43,69.0,2.12,1.0,4.0,-62.0,0.0,5.0,b'female'
b'10',b'10',b'10',3.0,43.0,4.0,2.18,68.0,2.26,1.0,3.0,-61.0,0.0,3.0,b'female'
b'07',b'09',b'07',3.0,35.5,3.2,0.32,68.0,0.94,1.0,4.0,-61.0,0.0,3.0,b'female'
b'10',b'10',b'10',2.0,42.0,3.5,2.07,66.0,2.5,1.0,4.0,-59.0,0.0,2.0,b'female'
b'10',b'10',b'10',2.0,37.0,3.2,1.36,69.0,1.59,1.0,4.0,-62.0,0.0,2.0,b'female'
b'10',b'10',b'10',5.0,37.0,3.3,2.04,68.0,1.55,1.0,4.0,-61.0,0.0,6.0,b'female'
b'01',b'04',b'01',2.0,24.0,3.3,-2.1,42.0,-0.49,2.0,3.0,-35.0,1.0,2.0,b'female'
b'05',b'06',b'05',1.0,42.0,3.8,-0.01,69.0,0.1,1.0,4.0,-62.0,0.0,4.0,b'male'
b'06',b'05',b'06',3.0,39.0,3.3,0.15,66.0,-0.11,1.0,5.0,-64.0,0.0,3.0,b'male'
b'05',b'04',b'05',3.0,32.0,2.7,-0.03,60.0,-0.38,2.0,4.0,-53.0,1.0,3.0,b'male'
b'05',b'03',b'05',2.0,30.5,3.4,-0.1,68.0,-0.86,1.0,3.0,-61.0,0.0,2.0,b'male'
b'08',b'07',b'08',3.0,26.0,3.4,0.75,69.0,0.5,1.0,3.0,-62.0,0.0,3.0,b'male'
b'04',b'04',b'04',1.0,40.0,2.9,-0.28,68.0,-0.45,1.0,4.0,-61.0,0.0,4.0,b'male'
b'04',b'02',b'04',4.0,40.0,3.2,-0.3,66.0,-0.89,1.0,4.0,-59.0,0.0,5.0,b'male'
b'03',b'04',b'03',2.0,31.0,3.4,-0.7,69.0,-0.58,1.0,3.0,-62.0,0.0,2.0,b'male'
b'03',b'04',b'03',2.0,36.0,2.8,-0.72,68.0,-0.34,1.0,5.0,-61.0,0.0,2.0,b'male'
b'03',b'05',b'03',3.0,37.0,3.3,-0.58,68.0,-0.07,1.0,3.0,-61.0,0.0,3.0,b'male'
b'03',b'02',b'03',2.0,32.0,2.7,-0.66,69.0,-0.97,1.0,3.0,-62.0,0.0,2.0,b'male'
b'03',b'03',b'03',4.0,34.0,3.6,-0.66,61.0,-0.53,2.0,1.0,-54.0,1.0,5.0,b'male'
b'05',b'05',b'06',6.0,14.0,2.9,0.04,67.0,-0.24,1.0,1.0,-60.0,0.0,1.0,b'female'
b'01',b'01',b'01',3.0,37.0,2.7,-1.4,68.0,-1.65,1.0,3.0,-61.0,0.0,3.0,b'female'
b'04',b'05',b'04',4.0,40.0,3.9,-0.39,68.0,-0.03,1.0,4.0,-61.0,0.0,5.0,b'male'
b'01',b'01',b'01',1.0,36.0,3.1,-1.45,64.0,-1.51,1.0,3.0,-62.0,0.0,4.0,b'female'
b'06',b'06',b'06',3.0,35.0,3.1,0.25,69.0,-0.02,1.0,4.0,-62.0,0.0,3.0,b'female'
b'06',b'06',b'06',3.0,27.0,2.8,0.14,68.0,0.06,1.0,5.0,-61.0,0.0,3.0,b'male'
b'07',b'07',b'07',4.0,44.0,3.0,0.45,63.0,0.44,1.0,4.0,-56.0,0.0,5.0,b'male'
b'01',b'01',b'01',1.0,23.0,2.7,-1.31,64.0,-1.65,1.0,2.0,-57.0,0.0,4.0,b'female'
b'05',b'08',b'06',2.0,36.0,3.1,-0.01,66.0,0.55,1.0,4.0,-59.0,0.0,2.0,b'male'
b'09',b'09',b'09',3.0,38.3,2.5,1.24,65.0,1.24,1.0,4.0,-58.0,0.0,3.0,b'male'
b'09',b'09',b'09',5.0,48.0,3.4,1.38,66.0,1.11,1.0,4.0,-59.0,0.0,6.0,b'female'
b'09',b'09',b'09',3.0,38.0,3.1,1.12,64.0,1.03,1.0,4.0,-62.0,0.0,3.0,b'female'
b'08',b'10',b'08',1.0,35.5,3.0,0.66,66.0,1.47,1.0,4.0,-64.0,0.0,4.0,b'female'
