workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,race
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,11th,7,Never-married,Sales,Own-child,0,0,20,United-States,White
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,20,United-States,White
Private,Some-college,10,Separated,Other-service,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,44,United-States,White
Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,Cambodia,Asian-Pac-Islander
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,72,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,30,United-States,White
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Separated,Transport-moving,Not-in-family,0,0,44,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7688,0,40,United-States,Black
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,7298,0,45,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Other-relative,0,0,40,United-States,White
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,35,United-States,White
Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,0,0,30,United-States,White
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,White
Private,Assoc-acdm,12,Never-married,Priv-house-serv,Not-in-family,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Tech-support,Husband,0,0,20,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,White
Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Black
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,Other
Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,0,0,45,United-States,White
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,60,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,48,United-States,White
Self-emp-not-inc,Some-college,10,Never-married,Sales,Other-relative,0,2258,40,South,Asian-Pac-Islander
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,3,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,2597,0,40,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,45,United-States,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,50,United-States,White
Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,45,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,1902,43,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,24,United-States,Asian-Pac-Islander
Private,11th,7,Never-married,Other-service,Other-relative,0,0,40,Philippines,White
Local-gov,Assoc-voc,11,Separated,Prof-specialty,Unmarried,0,0,35,United-States,Black
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,11th,7,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Black
Private,7th-8th,4,Divorced,Transport-moving,Unmarried,0,0,75,United-States,White
Private,HS-grad,9,Divorced,Sales,Unmarried,0,0,40,United-States,White
Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,0,0,48,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,0,0,38,United-States,White
State-gov,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,0,0,50,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,25,United-States,Black
Private,Masters,14,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,White
Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,25,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,Poland,Asian-Pac-Islander
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,25,Ireland,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,White
Private,Some-college,10,Never-married,Craft-repair,Own-child,2174,0,60,United-States,White
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,36,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,0,0,46,United-States,Amer-Indian-Eskimo
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,0,0,40,United-States,Black
Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,0,0,40,India,Asian-Pac-Islander
Private,HS-grad,9,Separated,Sales,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,0,0,20,United-States,White
Private,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,0,0,40,Puerto-Rico,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,30,United-States,White
Private,Bachelors,13,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Tech-support,Husband,0,0,60,United-States,White
Private,12th,8,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,White
Self-emp-not-inc,11th,7,Married-civ-spouse,Sales,Husband,0,0,15,United-States,White
Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,50,United-States,White
Private,10th,6,Divorced,Sales,Not-in-family,0,0,38,United-States,White
Private,Some-college,10,Divorced,Other-service,Not-in-family,0,0,34,United-States,White
Federal-gov,Some-college,10,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,White
State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,0,0,50,United-States,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,48,United-States,White
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,8614,0,39,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,33,United-States,Black
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,27,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,41,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,1902,40,United-States,White
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,7th-8th,4,Never-married,Craft-repair,Own-child,0,1602,32,United-States,White
Private,9th,5,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,0,0,35,Puerto-Rico,White
Private,1st-4th,2,Divorced,Other-service,Not-in-family,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,White
Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,1848,50,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,16,United-States,Black
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,50,United-States,White
Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Own-child,0,0,44,United-States,White
State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,10th,6,Never-married,Other-service,Other-relative,0,0,30,United-States,White
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,44,United-States,White
Private,Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,White
Private,9th,5,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,0,0,80,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Sales,Husband,7298,0,60,United-States,White
State-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,0,810,38,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,35,United-States,White
Private,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,37,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,60,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,15024,0,56,United-States,White
Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,0,0,20,United-States,White
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Philippines,Asian-Pac-Islander
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,2885,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,50,United-States,White
Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,Germany,White
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,White
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,30,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,46,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,2824,45,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
State-gov,Some-college,10,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,5th-6th,3,Never-married,Other-service,Not-in-family,0,0,50,Guatemala,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,65,United-States,White
Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,0,0,30,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,40,United-States,White
Private,Assoc-acdm,12,Never-married,Sales,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,12,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,0,0,40,United-States,White
Private,Masters,14,Divorced,Transport-moving,Not-in-family,14344,0,48,United-States,White
Local-gov,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,0,0,45,United-States,White
Private,Some-college,10,Never-married,Protective-serv,Not-in-family,0,0,44,United-States,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,0,0,60,United-States,White
Private,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,10,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,White
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,0,0,40,Portugal,White
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,White
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,9th,5,Never-married,Priv-house-serv,Own-child,0,0,40,Mexico,White
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,55,Mexico,White
Private,1st-4th,2,Never-married,Machine-op-inspct,Own-child,0,0,40,Puerto-Rico,White
Private,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,40,United-States,White
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,48,United-States,White
Private,9th,5,Never-married,Sales,Own-child,0,0,32,United-States,White
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,Black
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,2228,0,37,United-States,White
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,Canada,White
