workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,sex
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,13550,0,60,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,35,United-States,Female
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,0,0,15,Poland,Male
Private,HS-grad,9,Separated,Other-service,Other-relative,0,0,35,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,30,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,Male
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,Poland,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,25,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,60,United-States,Female
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,44,United-States,Male
Private,HS-grad,9,Separated,Other-service,Unmarried,0,0,30,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,20,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Exec-managerial,Own-child,0,0,40,Mexico,Female
Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,0,0,25,United-States,Male
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,Male
Private,10th,6,Never-married,Handlers-cleaners,Other-relative,0,0,40,Mexico,Male
Private,Some-college,10,Divorced,Sales,Unmarried,0,0,30,United-States,Female
Private,10th,6,Never-married,Other-service,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,38,United-States,Female
Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,0,0,60,United-States,Male
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,35,United-States,Female
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,2339,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,35,United-States,Male
Private,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,0,0,12,United-States,Female
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Federal-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,40,United-States,Female
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,5178,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,86,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,0,1974,40,United-States,Female
Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,80,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,Canada,Female
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,12th,8,Never-married,Sales,Not-in-family,0,0,55,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,46,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,0,0,23,United-States,Female
Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,5178,0,40,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,15,United-States,Female
Private,Some-college,10,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,35,United-States,Female
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,0,20,United-States,Female
Private,Some-college,10,Married-spouse-absent,Prof-specialty,Own-child,0,0,40,United-States,Female
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,25,United-States,Male
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,Female
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,Male
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,1902,55,United-States,Male
Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,0,0,42,United-States,Female
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,60,United-States,Female
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Federal-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,20,England,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,40,United-States,Male
Private,Masters,14,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,Female
Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,653,50,United-States,Male
Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,Male
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,70,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,44,United-States,Male
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,3103,0,50,United-States,Male
Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,Male
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,55,United-States,Male
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,60,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,30,United-States,Female
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,60,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,0,0,35,United-States,Female
Private,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,25,United-States,Male
Self-emp-inc,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,34,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,1740,50,United-States,Male
Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,0,0,45,United-States,Female
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,0,1887,40,United-States,Female
State-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,2174,0,37,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Germany,Male
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,4508,0,24,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,11th,7,Never-married,Exec-managerial,Own-child,0,0,20,United-States,Female
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Widowed,Sales,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,99999,0,50,India,Male
Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,0,0,60,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,35,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Sales,Own-child,0,0,40,United-States,Female
Private,12th,8,Never-married,Transport-moving,Not-in-family,0,0,35,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,Columbia,Male
Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,50,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,20,United-States,Female
Private,9th,5,Divorced,Other-service,Not-in-family,0,1719,30,United-States,Female
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,Male
Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,0,0,75,United-States,Male
Private,Some-college,10,Never-married,Sales,Own-child,0,0,20,United-States,Female
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,48,United-States,Male
Private,Prof-school,15,Married-civ-spouse,Sales,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,46,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,38,United-States,Female
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,15024,0,40,United-States,Male
Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,25,United-States,Male
Private,Some-college,10,Never-married,Craft-repair,Unmarried,0,0,40,United-States,Male
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Own-child,2176,0,20,United-States,Female
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,0,1669,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,99999,0,55,United-States,Male
Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,0,0,40,Guatemala,Male
Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,Female
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,32,Dominican-Republic,Male
Private,Some-college,10,Never-married,Sales,Unmarried,0,0,50,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,Male
Private,Some-college,10,Never-married,Sales,Own-child,0,0,20,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,15024,0,60,United-States,Male
Private,Some-college,10,Divorced,Transport-moving,Not-in-family,0,0,50,United-States,Male
Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,Male
Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,15024,0,40,United-States,Male
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,20,United-States,Female
Private,Assoc-acdm,12,Never-married,Other-service,Other-relative,0,0,40,Vietnam,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Italy,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,50,United-States,Female
Private,11th,7,Separated,Other-service,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,0,0,35,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,15,United-States,Female
Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Male
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,0,0,35,United-States,Female
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,Female
Private,Masters,14,Separated,Exec-managerial,Not-in-family,0,2824,55,United-States,Male
Private,11th,7,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
State-gov,Some-college,10,Never-married,Other-service,Own-child,0,0,20,United-States,Male
Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,20,United-States,Female
Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,16,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,Male
Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,0,0,40,United-States,Female
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,50,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,Male
Federal-gov,Some-college,10,Never-married,Other-service,Unmarried,0,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,20,United-States,Male
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,2463,0,50,France,Male
Private,Bachelors,13,Divorced,Sales,Not-in-family,0,0,50,United-States,Male
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7688,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,Male
Private,Masters,14,Divorced,Sales,Not-in-family,27828,0,60,United-States,Male
