workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,age
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,70,United-States,42
Self-emp-not-inc,12th,8,Divorced,Craft-repair,Other-relative,0,0,35,United-States,45
Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,0,0,40,United-States,21
Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,7688,0,60,Canada,64
Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,0,0,40,United-States,32
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,45
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Laos,53
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,16,United-States,42
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,32
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,49
Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,0,0,24,Mexico,62
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,28
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,35,United-States,32
Self-emp-inc,10th,6,Never-married,Transport-moving,Not-in-family,0,2559,50,United-States,37
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,Japan,38
Local-gov,HS-grad,9,Divorced,Transport-moving,Own-child,0,0,25,United-States,44
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,19
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,24
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,58
Private,Bachelors,13,Widowed,Other-service,Not-in-family,0,0,40,United-States,56
Private,10th,6,Divorced,Craft-repair,Unmarried,0,0,40,United-States,37
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,43
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,32
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,34
Private,9th,5,Divorced,Other-service,Own-child,0,0,50,United-States,44
Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,28
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,35,United-States,35
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,38
Private,Some-college,10,Never-married,Tech-support,Own-child,0,0,40,United-States,26
Private,11th,7,Never-married,Transport-moving,Own-child,0,0,60,United-States,20
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,Mexico,24
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,40
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,0,0,40,United-States,23
Local-gov,11th,7,Married-civ-spouse,Exec-managerial,Husband,0,0,7,United-States,79
Private,10th,6,Divorced,Adm-clerical,Unmarried,0,0,42,United-States,44
Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,99999,0,50,United-States,51
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,30
Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,3103,0,48,United-States,52
Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,0,0,40,Philippines,33
Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,0,0,45,United-States,50
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,7298,0,40,United-States,51
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,41
Private,Bachelors,13,Married-civ-spouse,Sales,Wife,0,0,30,United-States,35
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,7298,0,40,United-States,34
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,28
Self-emp-inc,Assoc-voc,11,Divorced,Sales,Not-in-family,0,0,40,United-States,31
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,22
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,9386,0,40,United-States,65
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,39
Private,Some-college,10,Never-married,Tech-support,Own-child,0,0,40,United-States,23
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,0,0,50,United-States,29
Self-emp-not-inc,10th,6,Divorced,Exec-managerial,Own-child,0,0,60,United-States,57
Private,Some-college,10,Widowed,Other-service,Not-in-family,0,0,35,United-States,47
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,51
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,34
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,52
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,29
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,29
Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,25
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,21
Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,0,0,40,United-States,38
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,55
Self-emp-inc,Bachelors,13,Separated,Sales,Not-in-family,0,0,30,United-States,61
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,8614,0,60,United-States,34
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,41
Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,0,0,43,United-States,27
Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,99999,0,20,United-States,78
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,40
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,75,United-States,26
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,60,Japan,43
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,40,Mexico,25
Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,0,0,48,United-States,26
Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,68,United-States,43
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,40,Poland,25
Private,Some-college,10,Never-married,Adm-clerical,Other-relative,0,0,30,Jamaica,22
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,52
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,2414,0,5,United-States,61
Private,Bachelors,13,Never-married,Sales,Unmarried,0,0,40,United-States,42
Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,21
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,44
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,2290,0,40,Greece,65
Federal-gov,Assoc-acdm,12,Divorced,Other-service,Unmarried,0,0,40,United-States,33
Private,10th,6,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,22
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,24,United-States,43
Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,0,42,United-States,45
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,42,United-States,42
Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,0,0,40,Mexico,37
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,56
Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,0,0,32,United-States,40
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,55,United-States,31
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,26
State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,40,United-States,26
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,42
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,China,45
Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,7688,0,50,United-States,47
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,22
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,33
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,50,United-States,37
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,98,United-States,48
Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,8,United-States,57
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,60,United-States,47
Local-gov,9th,5,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,58
Private,11th,7,Widowed,Adm-clerical,Unmarried,0,0,40,United-States,55
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,55,United-States,52
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,29
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,42
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,60,United-States,23
Private,12th,8,Never-married,Other-service,Not-in-family,0,0,30,United-States,23
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,46
Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,30
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,1887,70,United-States,43
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,30,United-States,25
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,80,United-States,32
Private,9th,5,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,56
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,43,United-States,33
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,10,United-States,19
Private,Some-college,10,Never-married,Sales,Own-child,0,0,18,United-States,20
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,34
Private,9th,5,Divorced,Other-service,Unmarried,0,0,40,United-States,34
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,55
Private,9th,5,Married-civ-spouse,Tech-support,Wife,0,0,23,United-States,55
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,45,United-States,31
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,30
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,31
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,0,1876,40,United-States,51
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,59
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,36,United-States,58
Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,40
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,54
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,1977,40,United-States,25
Self-emp-inc,11th,7,Never-married,Farming-fishing,Own-child,0,0,30,United-States,18
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,41
Private,10th,6,Widowed,Other-service,Unmarried,0,0,40,United-States,57
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,37
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,24,United-States,46
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,38,United-States,39
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,19
Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,41
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,41,United-States,54
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,39
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,41
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,0,30,United-States,26
Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,50,United-States,57
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,33
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,56
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,60
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,70,United-States,22
Private,12th,8,Married-civ-spouse,Transport-moving,Other-relative,0,0,40,United-States,58
Federal-gov,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,10520,0,50,United-States,48
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,55,United-States,45
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,40,United-States,18
Private,HS-grad,9,Widowed,Other-service,Unmarried,0,0,40,United-States,56
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,48
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,2258,48,Philippines,40
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,32,United-States,38
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,58
Private,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,50,United-States,23
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,45,United-States,51
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,70,United-States,44
Federal-gov,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,40,United-States,46
State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,64
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,England,32
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,31
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,50,United-States,36
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,50,United-States,21
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,30
Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,0,0,40,United-States,31
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,2051,50,United-States,54
Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,59
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,20,United-States,28
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,57
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,44
Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,60,United-States,53
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,58
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,20,United-States,19
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,39
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,0,0,70,South,31
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,27
Local-gov,9th,5,Separated,Other-service,Unmarried,0,0,40,United-States,46
Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,37
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,United-States,27
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,55,United-States,33
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,16,United-States,20
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,55
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,0,0,40,United-States,39
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,41
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,30
Self-emp-inc,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,0,0,40,United-States,39
Private,HS-grad,9,Separated,Exec-managerial,Unmarried,0,0,50,United-States,28
Private,Some-college,10,Never-married,Sales,Own-child,0,0,24,United-States,25
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,31
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,51
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,United-States,24
Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,0,0,32,United-States,70
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,23
Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,0,0,40,United-States,61
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,45
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,4064,0,60,United-States,47
Private,Some-college,10,Divorced,Other-service,Not-in-family,0,0,50,United-States,56
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,20051,0,35,El-Salvador,79
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,15,United-States,20
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,0,0,40,Vietnam,30
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,40
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,58
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,0,0,2,United-States,71
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,50
Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,40,Iran,29
